19336,10,2,5517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19336,12,3,10372,3,3,4,3,3,3,1,1,3,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,1,1,
19336,12,3,2293,3,3,3,3,3,3,1,1,3,3,3,3,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,4,4,1,1,
19336,12,3,4663,3,,3,,3,,1,,3,,3,,1,,1,,1,,4,,1,,1,,1,,1,,4,,1,,
19336,12,3,5592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19336,13,6,8981,1,1,1,1,1,1,1,1,3,3,3,3,1,3,1,1,1,1,3,4,1,1,2,4,3,3,1,1,4,4,1,1,
19336,13,6,965,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,4,3,1,1,4,3,3,2,1,1,4,4,1,1,
19336,13,6,2757,1,,1,,1,,1,,3,,3,,1,,1,,1,,3,,1,,3,,2,,1,,4,,1,,
19336,13,6,5548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19336,14,7,8491,1,1,1,1,1,1,1,1,3,1,3,1,1,3,1,1,1,1,3,4,1,1,3,2,1,4,1,1,4,4,1,1,
19336,14,7,4908,1,,1,,1,,1,,1,,1,,3,,1,,1,,4,,1,,2,,4,,1,,4,,1,,
19336,14,7,5572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19336,15,5,9833,1,1,1,1,1,1,1,1,3,1,2,1,3,1,1,1,1,1,1,4,1,1,3,4,3,1,1,1,4,4,1,1,
19336,15,5,1849,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,4,4,1,1,4,3,1,1,1,,4,,1,,
19336,15,5,3255,1,,1,,1,,1,,3,,4,,1,,1,,1,,4,,1,,3,,1,,,,,,,,
19336,16,2,1648,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,3,3,1,1,3,3,1,1,1,1,4,4,1,1,
19336,16,2,4790,1,,1,,1,,1,,3,,3,,1,,1,,1,,3,,1,,3,,1,,1,,4,,1,,
19336,16,2,5584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19336,18,3,9008,1,1,1,1,1,1,1,1,4,4,4,3,1,1,1,1,1,1,4,2,1,1,4,4,3,1,1,1,4,4,1,1,
19336,18,3,4619,1,1,1,1,1,1,1,1,4,3,3,1,1,1,1,1,1,1,2,3,1,1,4,4,1,1,1,1,4,4,1,1,
19336,18,3,4812,1,,1,,1,,1,,3,,1,,1,,1,,1,,3,,1,,4,,1,,1,,4,,1,,
19336,19,6,1471,,1,,3,,1,1,1,,4,,4,,2,,1,,1,,3,,1,,4,,1,,1,,4,,1,
19336,19,6,4793,1,,3,,1,,1,,4,,4,,2,,1,,1,,3,,1,,4,,1,,1,,4,,1,,
19336,20,3,4764,1,,1,,2,,2,,4,,3,,3,,1,,1,,2,,1,,1,,1,,1,,4,,3,,
19336,20,3,5711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19336,21,7,9811,1,1,3,3,1,1,1,1,3,4,3,4,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,4,1,1,
19336,21,7,1348,1,3,3,4,1,1,1,1,4,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,
19336,21,7,4026,3,,4,,1,,1,,3,,4,,1,,1,,1,,1,,1,,1,,1,,1,,4,,1,,
19336,21,7,5653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19336,23,5,350,3,3,3,3,1,1,1,1,4,3,4,4,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,4,4,1,1,
19336,23,5,2468,3,1,3,4,1,1,1,1,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,
19336,23,5,4621,1,,4,,1,,1,,4,,4,,1,,1,,1,,1,,1,,1,,1,,1,,4,,1,,
19336,24,2,8989,3,1,3,3,1,1,1,1,3,3,3,4,1,1,1,1,1,,3,3,3,1,1,3,1,1,,1,,4,,1,
19336,24,2,10520,1,1,3,4,1,1,1,1,3,4,4,3,1,1,1,1,,1,3,3,1,1,3,1,1,1,1,1,4,4,1,1,
19336,24,2,2297,1,,4,,1,,1,,4,,3,,1,,1,,1,,3,,1,,1,,1,,1,,4,,1,,
19336,24,2,5510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19336,25,3,9255,1,1,3,3,1,1,1,1,4,4,4,3,1,1,1,1,1,1,1,3,1,1,2,3,1,1,1,1,4,4,1,1,
19336,25,3,4595,1,1,3,3,1,1,1,1,4,4,3,4,1,1,1,1,1,1,3,3,1,1,3,3,1,1,1,1,4,4,1,1,
19336,25,3,4824,1,,3,,1,,1,,4,,4,,1,,1,,1,,3,,1,,3,,1,,1,,4,,1,,
19337,3,7,9772,3,,3,,3,,2,,2,,2,,2,,3,,2,,3,,3,,2,,3,,1,,4,,4,,
19337,20,3,5388,2,,2,,2,,2,,2,,3,,2,,2,,1,,4,,3,,2,,3,,3,,1,,4,,
19337,20,3,5515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19338,2,6,967,1,1,2,1,2,1,2,1,1,1,1,1,2,3,4,4,1,2,3,4,3,4,2,3,4,4,3,2,1,2,1,3,
19338,2,6,2763,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,3,2,1,4,4,4,2,3,3,4,3,2,2,2,2,3,2,
19338,2,6,4197,1,,1,,1,,1,,1,,1,,2,,3,,1,,4,,2,,3,,3,,2,,2,,2,,
19338,2,6,6192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19338,3,7,1345,1,,3,,1,,1,,1,,1,,1,,3,,1,,4,,3,,4,,3,,1,,1,,1,,
19338,3,7,5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19338,4,5,629,2,,2,,1,,1,,2,,1,,2,,4,,1,,4,,3,,3,,4,,2,,3,,1,,
19338,4,5,5825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19338,5,2,10266,3,1,2,1,1,1,2,1,2,1,2,1,4,4,4,3,2,1,3,4,3,3,2,4,4,4,3,2,1,2,1,1,
19338,5,2,4866,1,,1,,1,,1,,1,,1,,4,,3,,1,,4,,3,,4,,4,,2,,2,,1,,
19338,5,2,6336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19338,6,3,915,1,1,3,2,1,1,1,1,1,1,2,2,1,1,4,3,1,1,3,4,1,2,1,2,4,3,2,2,2,3,2,2,
19338,6,3,2675,1,,2,,1,,1,,1,,2,,1,,3,,1,,4,,2,,2,,3,,2,,3,,2,,
19338,7,6,9404,2,1,2,2,2,1,2,1,1,3,2,1,2,1,4,4,1,1,4,4,2,2,4,4,4,4,3,2,2,3,1,1,
19338,7,6,5232,1,,2,,1,,1,,3,,1,,1,,4,,1,,4,,2,,4,,4,,2,,3,,1,,
19338,7,6,6734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19338,8,7,10437,1,1,2,1,1,1,1,1,1,1,1,3,1,1,4,3,1,1,4,4,2,1,4,4,4,4,2,2,3,3,1,2,
19338,8,7,4053,1,,1,,1,,1,,1,,3,,1,,3,,1,,4,,1,,4,,4,,2,,3,,2,,
19338,9,5,4085,1,2,1,2,1,1,1,1,1,2,1,1,1,1,4,3,2,2,4,4,4,4,3,3,4,2,1,1,3,1,2,1,
19338,9,5,4890,2,,2,,1,,1,,2,,1,,1,,3,,2,,4,,4,,3,,2,,1,,1,,1,,
19338,10,2,9317,1,1,1,1,1,1,2,1,1,1,1,1,2,3,4,4,4,3,4,4,3,3,2,2,4,4,3,2,1,3,2,2,
19338,10,2,3100,1,,1,,1,,1,,1,,1,,3,,4,,3,,4,,3,,2,,4,,2,,3,,2,,
19338,10,2,7185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19338,12,3,443,1,,1,,1,,1,,1,,1,,1,,4,,1,,4,,4,,4,,4,,1,,1,,4,,
19338,13,6,8425,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,4,3,4,4,4,4,4,4,3,2,1,2,1,3,
19338,13,6,2592,1,,1,,1,,1,,1,,1,,4,,4,,1,,3,,4,,4,,4,,2,,2,,3,,
19338,14,7,8546,1,1,1,1,1,1,1,1,1,1,,1,4,4,4,4,,2,4,4,4,2,2,4,3,4,,4,,1,,1,
19338,14,7,9361,1,,1,,1,,1,,1,,1,,4,,4,,2,,4,,2,,4,,4,,4,,1,,1,,
19338,14,7,5846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19338,15,5,9362,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,3,4,4,2,2,4,4,4,4,4,2,2,1,1,2,
19338,15,5,1410,1,1,1,1,1,1,1,1,1,1,1,2,4,1,4,3,3,1,4,4,2,2,4,3,4,3,2,1,1,3,2,2,
19338,15,5,3866,1,,1,,1,,1,,1,,2,,1,,3,,1,,4,,2,,3,,3,,1,,3,,2,,
19338,15,5,5874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19338,16,2,1353,1,2,1,3,1,1,1,1,1,1,1,1,3,1,4,4,3,1,4,3,3,2,3,2,4,4,4,1,2,3,1,3,
19338,16,2,3920,2,1,3,1,1,1,1,1,1,1,1,1,1,4,4,4,1,2,3,4,2,4,2,4,4,4,1,3,3,1,3,2,
19338,16,2,5124,1,,1,,1,,1,,1,,1,,4,,4,,2,,4,,4,,4,,4,,3,,1,,2,,
19338,16,2,6380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19338,18,3,4070,1,,1,,1,,1,,,,1,,1,,4,,,,4,,2,,4,,4,,,,,,,,
19338,18,3,5937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19338,19,6,3684,1,,2,,2,,1,,2,,1,,3,,3,,1,,4,,2,,3,,3,,3,,2,,3,,
19338,20,3,4885,2,,2,,3,,3,,1,,1,,2,,4,,2,,4,,3,,2,,3,,,,,,,,
19338,20,3,5850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19338,21,7,5823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19338,23,5,2377,2,,2,,3,,2,,2,,2,,2,,3,,2,,3,,2,,1,,3,,2,,2,,2,,
19338,23,5,6095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19338,25,3,5350,2,,2,,2,,3,,2,,3,,2,,3,,3,,3,,3,,2,,3,,2,,3,,2,,
19338,25,3,6111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19338,26,6,5824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19338,27,7,6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19339,2,6,2197,1,3,3,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,
19339,2,6,4427,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,3,,1,,1,,1,,1,,
19339,2,6,5793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19339,3,7,10064,3,1,3,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,3,4,1,1,3,3,3,1,2,1,2,1,2,1,
19339,3,7,2237,1,1,1,1,1,1,1,1,1,3,1,3,3,1,1,1,1,1,4,3,1,1,3,3,1,1,1,1,1,1,1,1,
19339,3,7,3216,1,,1,,1,,1,,3,,3,,1,,1,,1,,3,,1,,3,,1,,1,,1,,1,,
19339,3,7,5714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19339,4,5,8414,1,1,2,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,1,1,3,3,1,3,,3,,1,,1,
19339,4,5,719,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,1,1,3,3,3,3,3,1,1,4,1,1,
19339,4,5,2289,1,,1,,1,,1,,3,,3,,1,,1,,1,,3,,1,,3,,3,,1,,4,,1,,
19339,4,5,5497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19339,5,2,8478,1,1,1,3,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,1,1,3,3,1,1,1,1,4,4,1,4,
19339,5,2,9266,1,,3,,1,,1,,3,,3,,1,,1,,1,,3,,1,,3,,1,,1,,4,,4,,
19339,5,2,5513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19339,6,3,8640,1,1,1,1,1,1,1,1,3,1,3,1,1,3,1,1,1,1,4,3,1,1,3,3,3,3,1,4,4,1,1,1,
19339,6,3,879,1,1,1,1,1,1,1,1,1,3,1,3,3,1,1,1,1,1,3,3,1,1,3,3,3,1,4,1,1,3,1,1,
19339,6,3,2464,1,,1,,1,,1,,3,,3,,1,,1,,1,,3,,1,,3,,1,,1,,3,,1,,
19339,6,3,5708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19339,7,6,9195,1,1,3,3,1,3,1,1,3,3,3,4,1,1,1,1,1,1,3,3,1,1,3,3,1,1,1,1,3,3,1,4,
19339,7,6,4320,1,,3,,3,,1,,3,,4,,1,,1,,1,,3,,1,,3,,1,,1,,3,,4,,
19339,7,6,5489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19339,8,7,606,1,1,3,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,1,1,3,3,1,1,1,1,4,4,1,1,
19339,8,7,2947,1,,1,,1,,1,,3,,3,,1,,1,,1,,3,,1,,3,,1,,1,,4,,1,,
19339,9,5,1436,1,,2,,1,,2,,1,,1,,1,,1,,1,,3,,1,,3,,3,,3,,2,,1,,
19339,10,2,2228,1,1,3,2,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,1,1,3,3,1,1,1,1,4,4,3,1,
19339,10,2,3131,1,,2,,1,,1,,3,,3,,1,,1,,1,,3,,1,,3,,1,,1,,4,,1,,
19339,10,2,5659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19339,12,3,942,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,1,1,3,3,1,1,4,1,1,4,1,1,
19339,12,3,2299,1,1,1,3,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,1,1,3,3,1,1,1,1,4,4,1,4,
19339,12,3,4274,1,,3,,1,,1,,3,,3,,1,,1,,1,,3,,1,,3,,1,,1,,4,,4,,
19339,12,3,5521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19339,13,6,9180,2,1,2,1,2,1,2,1,3,3,3,3,2,1,2,1,2,1,3,3,2,1,3,3,2,3,1,3,4,2,3,1,
19339,13,6,10441,1,1,1,1,1,3,1,1,3,3,3,3,1,1,1,1,1,1,3,3,1,1,3,3,3,3,3,2,2,3,1,1,
19339,13,6,2323,1,,1,,3,,1,,3,,3,,1,,1,,1,,3,,1,,3,,3,,2,,3,,1,,
19339,13,6,5559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19339,14,7,9004,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,1,1,3,3,1,1,1,1,4,4,1,4,
19339,14,7,9197,1,1,1,3,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,1,1,3,3,1,1,1,1,4,4,4,4,
19339,14,7,5307,1,,3,,1,,1,,3,,3,,1,,1,,1,,3,,1,,3,,1,,1,,4,,4,,
19339,14,7,5499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19339,15,5,9216,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,1,1,3,3,3,3,1,1,4,4,4,1,
19339,15,5,1375,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,1,1,3,3,3,1,1,4,4,3,1,1,
19339,15,5,3995,1,,1,,1,,1,,3,,3,,1,,1,,1,,3,,1,,3,,1,,4,,3,,1,,
19339,15,5,5494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19339,16,2,1524,1,,3,,3,,1,,3,,3,,1,,3,,1,,1,,1,,3,,1,,1,,3,,4,,
19339,18,3,5767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19339,19,6,2224,3,1,3,3,3,3,1,1,3,3,3,3,1,1,1,1,1,1,3,3,1,1,3,3,1,1,1,1,4,4,1,4,
19339,19,6,3497,1,1,3,3,3,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,1,1,3,3,1,1,1,1,4,4,4,4,
19339,19,6,4760,1,,3,,1,,1,,3,,3,,1,,1,,1,,3,,1,,3,,1,,1,,4,,4,,
19339,19,6,5641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19339,20,3,3110,1,3,2,3,2,3,2,,2,,2,4,2,,2,1,1,1,4,3,2,1,4,2,1,1,3,,3,,2,,
19339,20,3,4853,3,,3,,3,,,,,,4,,,,1,,1,,3,,1,,2,,1,,,,,,,,
19339,21,7,9223,1,,,,1,,,,3,,,,1,,1,,1,,3,,,,3,,1,,,,,,,,
19339,21,7,5729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19339,23,5,2289,1,1,2,3,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,1,1,3,3,1,1,,1,,4,,4,
19339,23,5,4655,1,,3,,1,,1,,3,,3,,1,,1,,1,,3,,1,,3,,1,,1,,4,,4,,
19339,24,2,994,1,,1,,1,,1,,3,,3,,3,,1,,1,,3,,1,,3,,3,,4,,1,,1,,
19339,24,2,5494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19339,25,3,9217,1,1,3,3,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,1,1,3,3,3,3,1,1,4,4,4,3,
19339,25,3,4349,1,1,3,3,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,1,1,3,3,3,1,1,1,4,4,3,4,
19339,25,3,4978,1,,3,,1,,1,,3,,3,,1,,1,,1,,3,,1,,3,,1,,1,,4,,4,,
